"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BNKBAFBI","journalArticle","","","A maximum satisfaction-based feedback mechanism for non-cooperative behavior management with agreeableness personality traits detection in group decision making","","","","","","Non-cooperative behaviors will lead to consensus failure in group decision making problems. Asa result, managing non-cooperative behavior is a significant challenge in group consensus reaching processes, which involves two main research questions:(1) How to define non-cooperative behavior? (2) How to design an appropriate model to manage non-cooperative behavior? Existing studies often overlook the psychological motivations behind non-cooperative behavior and achieve group consensus potentially at the expense of decision-makers' satisfaction. To address these issues, this study proposes a novel maximum satisfaction-based feedback mechanism for managing non-cooperative behavior with personality traits prediction. To address the first research question, a novel approach for identifying non-cooperative behavior is proposed by comparing the solution of the Minimum Adjustment Consensus Model (MACM) to the maximum acceptable adjustment. The latter is defined by the decision maker's Agreeableness trait within the Big Five personality traits framework, which is predicted by a CNN-BiLSTM model using the decision maker's online reviews. For addressing the second research question, a novel two-phases feedback mechanism is introduced to manage non-cooperative behaviors based on the satisfaction principle in decision-making. The first phase involves implementing adjustment rule for non-cooperative decision-makers. The second phase involves applying adjustment rule for cooperative decision-makers. Finally, this study presents a case study focusing on the selection of a new energy vehicle enterprise supplier to illustrate the effectiveness of the proposed model in real-world applications. Furthermore, sensitivity analysis and comparative assessments are conducted to demonstrate advantages over traditional methods. Results indicate that the proposed method enhances both satisfaction and consensus levels compared to conventional non-cooperative consensus-reaching mechanisms.","","2026-01-27 18:56:20","2026-01-27 18:56:20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KAKZLFF4","journalArticle","","","Grey multi-criteria group consensus decision-making based on cobweb model","","","","","","PurposeConsidering the bounded confidence of decision-makers (DMs), a new grey multi-criteria group consensus decision-making (GMCGCDM) model is established by using interval grey number (IGN), cobweb model, social network analysis (SNA) and consensus reaching process (CPR).Design/methodology/approachFirstly, the model analyzes the social relationship of DM under social networks and proposes a calculation method for DMs' weights based on SNA. Secondly, the model defines a cobweb model to consider the preferences of decision-making alternatives in the decision-making process. The consensus degree is calculated by the area surrounded by the connections between each index value of DMs and the group. Then, the model coordinates the different opinions of various DMs to reduce the degree of bias of each DM and designs a consensus feedback mechanism based on bounded confidence to guide DMs to reach consensus.FindingsThe advantage of the proposed method is to highlight the practical application, taking the selection of low-carbon suppliers in the context of dual carbon as an example. Comparison analysis is performed to reveal the interpretability and applicability of the method.Originality/valueThe main contribution of this paper is to propose a new GMCGCDM model, which can not only expand the calculation method of DM's weight and consensus degree but also reduce the time and cost of decision-making.","","2026-01-27 18:56:20","2026-01-27 18:56:20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EWA7E8AB","journalArticle","","","Modeling consistency and consensus in social network group decision making: The role of limited dual tolerance and compromise behaviors","","","","","","In interactive social network group decision making (SNGDM), decision-makers frequently consider both their own preferences and the preferences of trusted members when adjusting preferences. This dual consideration results in the formation of limited dual tolerance and compromise behaviors, as reflected in the cost and willingness of decision-makers to adjust their preferences. This paper investigates the role of limited dual tolerance and compromise behaviors in the consistency and consensus management in SNGDM with additive preference relations. First, this paper introduces the concepts of limited dual tolerance and compromise behaviors. Then, this paper presents an optimization-based model, tailored to manage consistency and consensus in the interactive SNGDM. This model takes into account the two behaviors mentioned, with the goal of assisting decision-makers in adjusting their preferences to achieve consistency and consensus while minimizing associated costs. Given that limited dual compromise behavior may impede decision-makers from achieving consistency and consensus, this paper designs a model to help decision-makers adjust their dual compromise values. Further, this paper develops an interactive consistency and consensus management process with limited dual tolerance and compromise behaviors. Finally, an illustrative example involving sustainable supplier selection is applied, along with the simulation analysis and a discussion, to validate the effectiveness of the proposed framework.","","2026-01-27 18:56:20","2026-01-27 18:56:20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B6UFBVVX","journalArticle","","","An Incentive Mechanism-Based Minimum Adjustment Consensus Model Under Dynamic Trust Relationship","","","","","","In traditional group decision making, the inconsistent experts are usually forced to make compromises toward the group opinion to increase the group consensus level. However, the strategy of reaching group consensus via an incentive mechanism encouraging adjustment of preferences is more effective than forcing, which is the aim of this article. Specifically, this article establishes a novel incentive mechanism to support group consensus under dynamic trust relationship. First, the supremum and infimum incentives-based rule driven by trust relationship is defined. Based on the assumption that if incentive conditions are met, then experts will be willing to adjust their preferences, the incentive behavior-driven minimum adjustment consensus model is developed to generate optimal incentive-based recommendation preferences. Thus, the proposed incentive mechanism can effectively reduce the preference adjustment cost and promote group consensus reaching. Third, the updated trust relationships between experts are shown to be strengthen by the proposed incentive-driven preference revision. Consequently, the optimization model based on trust interaction relationship is constructed to obtain the final group preference matrix. Finally, a supplier selection case of high-end medical equipment is provided to illustrate the proposed method and show the rationality and advantages of the proposed methodology with both a sensitivity analysis and a comparison analysis.","","2026-01-27 18:56:20","2026-01-27 18:56:20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAA4X2WY","journalArticle","","","A bargaining game based feedback mechanism to support consensus in dynamic social network group decision making","","","","","","A bargaining game is used to develop feedback mechanism for dynamic social networks group decision making (SN-GDM). The dynamic trust relationships between experts are updated by the change of their consensus state after each round of interaction. Then, a maximum entropy model based on individual interactive relationship and fairness is established to determine the comprehensive weight of each expert, which considers: (1) the individual weight by influence of expert; (2) the interaction weight by social relationships of experts. Hence, 2-tuple linguistic collective evaluation matrix of the 2-additive Choquet integral under Mobius transform is put forward. Further, the equilibrium solution of two experts in the bargaining game is established, and then this equilibrium recommendation will be accepted by both experts. Consequently, a bargaining game based feedback mechanism driven by trust relationship is proposed to reflect the interaction behaviors between the inconsistent expert and her/his most trusted consistent one, and therefore the recommendation advices are generated for them to promote consensus in SN-GDM. Finally, a sustainable supplier selection example demonstrates the effectiveness of the proposed approach.","","2026-01-27 18:56:19","2026-01-27 18:56:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VVJ53KY","journalArticle","","","Social network large-scale group decision-making considering dynamic trust relationships and historical preferences of decision makers in opinion evolution","","","","","","Individual preferences are formed within intricate social relationships and would be influenced by others' opinions, especially in large-scale groups, resulting in social network large-scale group decision-making (SNLGDM). As the bridges for the interaction of decision makers (DMs), trust relationships should dynamically evolve with opinions during the decision-making process. However, traditional methods often rely on static social networks and ignore the impact of historical preferences of DMs. Therefore, this study develops a SNLGDM model incorporating dynamic social network, an improved Hegselmann and Krause (HK) model, and historical preferences of DMs to enhance the effectiveness of opinion evolution. First, the initial social network of DMs is constructed by combining the bidirectional and unidirectional trust relationships optimized by the trust propagation model. Then, the dynamic updating mechanisms of the network including trust relationships, confidence sets and relative weights of DMs are designed to ensure the trustworthy interactions. Furthermore, a SNLGDM framework based on VIKOR is proposed, in which, the opinion information is quantified as the Dual hesitant fuzzy sets (DHFSs) and fused by an improved HK model that considers historical preferences of DMs to effectively capture the evolving preferences and reduce information distortion. Finally, the supplier selection for the digital transformation consultation service is established as the case study, and the feasibility and effectiveness of the proposed methodology are validated through results and comparison analysis.","","2026-01-27 18:56:19","2026-01-27 18:56:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KFGM7QKU","journalArticle","","","Consensus reaching for group decision making with multi-granular unbalanced linguistic information: A bounded confidence and minimum adjustment-based approach","","","","10.1016/j.inffus.2021.04.006","","In group decision making problems, there exist the situations that decision makers may use unbalanced linguistic term sets that are not uniformly and symmetrically distributed to provide their linguistic assessments over alternatives. Moreover, due to the difference in knowledge and culture backgrounds, it is also possible that multi-granular linguistic term sets may also be used by decision makers. How to manage multi-granular unbalanced linguistic information in consensus-based group decision making has becoming an important topic in linguistic decision making. In this paper, we first revise Herrera's unbalanced linguistic term sets and propose a simplified linguistic computational model to fuse multi-granular unbalanced linguistic terms. Afterwards, for multi-criteria group decision making problems with multi-granular unbalanced linguistic information, we develop two optimization models to generate adjustment advice for decision makers who have to change his/her opinions in consensus reaching process, which consider both the bounded confidence levels and minimum adjustment of decision makers' linguistic assessments. Moreover, an algorithm is further proposed to help decision makers reach consensus in group decision making. Eventually, an application example for ERP system supplier selection and some simulation results are presented to illustrate and justify the consensus reaching algorithm.","","2026-01-27 18:56:19","2026-01-27 18:56:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PN3T8LLD","journalArticle","","","A social network group decision making framework with opinion dynamics considering opinion reliability","","","","","","Opinion dynamics play an important role in the consensus reaching process (CRP) when tackling social network group decision making (SNGDM) problems. Opinion reliability can be regarded as an important characteristic of expert to indicate the reliability of experts' opinions in social trust network. However, it has rarely been considered into the opinion evolution process in SNGDM. To explore the impact of opinion reliability on group consensus reaching, a SNGDM framework with opinion dynamics considering opinion reliability is proposed in this paper. Firstly, opinion reliability of experts in social trust network is defined, and the comprehensive trust degree based on the social network structure and individual characteristic is proposed. Secondly, trust propagation and aggregation mechanisms are designed to obtain the social trust matrix. Thirdly, considering opinion similarity and opinion reliability, social network evolution rules and opinion evolution rules based on the extended Hegselmann-Krause (HK) model are presented. Finally, the proposal is applied to two numerical experiments about supplier performance evaluation and Zachary's karate club, and the simulation and comparison analyses are provided to demonstrate the convergence and illustrate the feasibility and effectiveness of the proposed model.","","2026-01-27 18:56:19","2026-01-27 18:56:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4Q7GDVIR","journalArticle","","","From collective opinion dependence to personalization: The impacts of social trust relationship in consensus formation","","","","","","Social network group decision-making (SNGDM) has become popular recently in the area of decision analysis as the social network can effectively model the relationship among decision makers. In the SNGDM, decision makers will present conflicting assessments due to individual differences in education backgrounds and cognitive levels. This study aims to develop a personalized consensus reaching framework considering the impact of social trust network on assessments-modifications willingness. A personalized feedback is designed for guiding assessments-modifications, which is based on the assumption that a decision maker will accept his\her trusted decision makers' assessments when modifying assessment in a social trust network. Then, a dual optimizationbased personalized feedback is proposed for supporting consensus formation, where the first personalized feedback seeks to minimize the assessments-modifications and the second aims to minimize networkmodifications. Particularly, two ways are used to measure network-modifications, referred to as trust values modifications with fixed network structure and network structure modifications, respectively. Further, an interactive dual optimization-based personalized consensus reaching process is constructed. With the aim of justifying the effectiveness of the proposed model, it is applied to solve the green supplier evaluation problem. Finally, it is illustrated that our proposal can improve consensus efficiency compared with collective opinion dependence feedback.","","2026-01-27 18:56:19","2026-01-27 18:56:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X6XKW7NA","journalArticle","","","Three-dimensional dynamic trust-driven consensus model for social network group decision-making with application to sustainable supplier selection in a circular economy","","","","","","The trust degree between individuals plays an important role in social network group decision-making (SNGDM). The majority of current literature assumes that the trust degree between individuals is constant. However, the trust values among decision-makers (DMs) are subject to change over time. Thus, it is necessary to identify potential dynamic trust that is compatible with the actual SNGDM to support the consensus reaching. For this purpose, this article investigates consensus building that considers dynamic trust among DMs in SNGDM with linguistic distribution assessments (LDAs). Firstly, the three-dimensional trust degree among DMs is constructed from three perspectives: the trust relationship from social networks, the confidence level of DMs, and the similarity of DMs' preferences. Secondly, an optimization model is developed with the objective of maximizing consensus to determine how trust degree is assigned to each perspective, thereby determining the weights of DMs. Then, a double feedback-based consensus mechanism incorporating both opinion evolution and trust evolution is developed. Under the guidance of consensus mechanism, an improved SNGDM approach with LDAs is presented. Finally, we demonstrate our proposed approach through a case study of sustainable supplier selection in a circular economy. Comparative analysis and sensitive analysis verify our approach's effectiveness.","","2026-01-27 18:56:19","2026-01-27 18:56:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RHJHVMS5","journalArticle","","","Multi-attribute group decision making with opinion dynamics based on social trust network","","","","","","Social trust network (STN) has facilitated information exchange between experts during interactions. Some feedback mechanisms have been used to provide advices for opinion change to improve their consensus levels. However, they do not consider the experts' willingness and their self-confidence values. To analyze the influence of the relationship between experts on the decision-making results, this paper proposes a multi-attribute group decision making (MAGDM) with opinion dynamics based on STN. Three stages are included in the proposed approach: trust propagation, consensus reaching process and alternative selection. In the trust propagation stage, the social weight influence matrix and the weights of experts are obtained based on the complete social trust matrix which is constructed by trust aggregation and the given self-confidence values of experts. In the consensus reaching process, the consensus measure is used to determine the consensus between the experts or not, and the feedback mechanism based on opinion dynamics is used to adjust the opinions which do not reach consensus. The appropriate alternative is selected based on the assessable value of the alternative in the selection process. Finally, a numerical experiment about supplier selection is introduced to illustrate the efficiency of the proposed approach and comparison analyses show that the proposed approach can improve efficiency compared with the MAGDM in the social network.","","2026-01-27 18:56:19","2026-01-27 18:56:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EURGMN8C","journalArticle","","","Consensus reaching for social network group decision making with ELICIT information: A perspective from the complex network","","","","","","Consensus reaching is essential in group decision-making (GDM) since it can mitigate conflicts between expert opinions and promotes the further implementation of decision-making results. Meanwhile, interaction between experts commonly occurs within social networks and in practical GDM problems. Therefore, it neecessary to consider the trust relationship between experts and utilize it to facilitate the consensus-reaching process (CRP). However, most existing social network-based GDM studies mainly use local measures (e.g., degree centrality) to determine the importance of experts, which cannot reflect their actual influence on a global topological struc-ture. To address this issue, we propose a novel consensus-reaching strategy from the perspective of complex network analysis. First, the Extended Comparative Linguistic Expressions with Sym-bolic Translation (ELICIT) is adopted to flexibly facilitate the expression of experts' uncertain evaluations. The hybrid centrality is then defined to determine the influence of experts in the social network by considering both node importance and edge weight. Since experts with greater influence have stronger information propagation capabilities, hybrid centrality is utilized to guide the CRP, which can better reflect information flows in the social network. Additionally, the BWM-CRITIC weighting method is developed to reflect the significance and relationship among criteria. Finally, we verify the effectiveness and superiority of the proposed method by means of a case study on a sustainable supplier selection problem.","","2026-01-27 18:56:19","2026-01-27 18:56:19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RQAJC4KZ","journalArticle","","","Two-stage consensus reaching process in social network large group decision-making with application to battery supplier selection","","","","","","Trust relationships play an important role in social network large group decision making (SNLGDM). Extant studies overlook the self -adjustment stage of decision makers (DMs) and the binding force of subgroup on preference adjustment in consensus reaching process (CRP). This article proposes a new two -stage CRP for SN-LGDM considering self -adjustment and binding force of subgroup. A new trust propagation approach is presented based on individual trust level. An improved grey clustering algorithm is devised based on the fusion of preference similarity and trust relationship. The preference stability and the awareness of big picture are defined to determine the weights of DMs. The subgroup size, cohesion and influence are integrated to determine the weights of subgroups comprehensively. For the new two -stage CRP, the first stage is self -adjustment stage. DMs may proactively choose to adjust the preference or update the trust relationship according to the degree of matching between the trust relationship and preference difference. In the second stage, four scenarios are identified and the corresponding adjustment strategies are given considering the intention of DM to modify and the binding force of subgroup, which makes the consensus more consistent with reality. A battery supplier selection case is offered to illustrate the proposed method.","","2026-01-27 18:56:18","2026-01-27 18:56:18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
