"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"BRC4LV7M","journalArticle","","","A data-driven BWM-ANN hybrid approach for evaluating sustainable supplier selection","","","","10.1007/s42452-025-07450-y","","Gaining sustainability is one of the aims of most of the manufacturing industries now-a-days. The suppliers have key roles in the achievement of this sustainability. This is because inadequate knowledge of the suppliers about the implications of sustainability can cause difficulty proceeding with sustainability achievement by the manufacturing industries also. Sustainable manufacturing industries are required for their own existence in future in a competitive challenging situation i.e., for the existence of workforce, product, process and customer. Therefore, the main purpose of the present study is to select the best supplier who can significantly contribute sustainability achievement to the manufacturing firms. Real life data from manufacturing companies have been collected for the present study and subsequently data analysis has been implemented to achieve the goal. The four components of data analytics viz. diagnostics, deterministics, predictive and prescriptive have been applied sequentially with the processed data. Finally, the computational technique selects the best supplier among the four considering the sustainable criteria. The prescriptive analytics` finally suggests the priority selection of suppliers for the industries. Along with this, Best Worst Method (BWM) and Analytical Neural Network (ANN) have been utilized for result analysis and validation. The results imply that data analytics significantly improves the accuracy and efficiency of supplier selection, ensuring alignment with sustainability goals. This study offers practical implications for manufacturing industries by demonstrating how data analytics can enhance sustainable supplier selection. The novelty of this research lies in its structured application of advanced analytics and provide sustainable criteria selection for sustainability-focused supplier evaluation, bridging a critical gap in current manufacturing practices.","","2026-01-27 19:09:55","2026-01-27 19:09:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VP9MXPRB","journalArticle","","","A user review data-driven supplier ranking model using aspect-based sentiment analysis and fuzzy theory","","","","10.1016/j.engappai.2023.107224","","Background: The supplier selection problem is a sophisticated decision-making process that involves evaluating multiple factors. While previous research has primarily focused on objective attributes, such as supplier qualifications, product quality, and price, the subjective opinions of users have often been overlooked. However, with the growing importance of user reviews and sentiment analysis in e-commerce, incorporating usersâ opinions on supplier products can provide valuable insights. Purpose: This study aims to address the limitations of existing supplier selection approaches by proposing a comprehensive framework that integrates aspect-level sentiment analysis and a fuzzy multi-attribute decision model. The goal is to enhance the decision-making process by considering both objective attributes and subjective opinions. Methods: To achieve this, we develop a novel convolutional neural network (CNN) model with a gating mechanism to perform aspect-level sentiment analysis. Furthermore, we propose a fuzzy multi-attribute decision model that combines the predefined sentiment aspects with traditional evaluation criteria. The model is applied to a dataset specifically designed for automotive component supplier selection. Results: Experimental results demonstrate the superior performance of our approach compared to existing methods and datasets. A case study demonstrates the combination of aspect-level sentiment analysis and the fuzzy decision model allows for a more comprehensive evaluation of suppliers. Conclusion: By integrating aspect-level sentiment analysis and the fuzzy multi-attribute decision model, our proposed framework offers a novel perspective on supplier selection problems. The results highlight the feasibility and superiority of our approach, providing valuable insights for management in making informed decisions. This research contributes to the fields of supplier selection, sentiment analysis, and decision-making, with potential applications in various industries beyond the automotive sector. Â© 2023 Elsevier Ltd","","2026-01-27 19:09:55","2026-01-27 19:09:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"93AY78YW","journalArticle","","","A machine learning based sample average approximation for supplier selection with option contract in humanitarian relief","","","","10.1016/j.tre.2024.103531","","The humanitarian relief plays an important role in reducing the impact of disasters and avoiding humanitarian crises. As one of the essential activities, selecting a series of proper suppliers is particularly helpful for a successful and efficient disaster response to provide victims with necessary supplies. To optimize the benefits of the relief agency, victims, and suppliers, this paper proposes a supplier selection problem with consideration of the option contract, in which all-unit quantity and incremental quantity discounts are integrated. The problem is formulated as a multiobjective stochastic programming model with the objectives of minimizing the cost of the relief agency and maximizing the profit of suppliers, which are two conflict objectives, and also reducing the shortage risk for victims. Moreover, a machine learning based sample average approximation (SAA) is designed to solve the proposed model in large-scale cases. Specifically, stratified random sampling is integrated into K-means++ to improve quality of samples. The numerical analysis demonstrates that the proposed strategy can achieve a win-win situation for the relief agency, victims, and suppliers. It also justifies the efficiency of applying the machine learning method to enhance SAA for solving large-scale stochastic programming models.","","2026-01-27 19:09:55","2026-01-27 19:09:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QL7Z5S5X","journalArticle","","","Deep Learning-Based Intelligent Supply Chain Management for Optimized Member Selection and Operational Efficiency","","","","10.62486/agma2025163","","Introduction: efficient supply chain management (SCM) is crucial for increasing competitiveness, notably through improved member (supplier/partner) selection and operational decision-making. Traditional techniques frequently rely on manual evaluations or static rule-based systems, which have limited scalability, adaptability, and real-time data processing capabilities. Objective: the goal of this research is to create an intelligent supply chain management (ISCM) framework that uses deep learning (DL) and metaheuristic optimization to improve supplier selection and overall operational efficiency. Method: a real-world supply chain dataset from open source Kaggle, which includes supplier performance measurements, delivery schedules, demand forecasting, and transaction history. The dataset is preprocessed using min-max normalization. Feature extraction is utilizing Principal Component Analysis (PCA). This research proposes a Flying Fox Optimized Artificial Neural Network (FlyFO-ANN) method based on an Artificial Neural Network (ANN) network, which is suggested for predicting supplier reliability and demand fluctuations. In addition, a Flying Fox Optimization (FFO) is used to modify model hyperparameters and optimize member selection criteria. The proposed FlyFO-ANN model is evaluated against baseline methods. Results: the experimental results reveal a significant increase in accuracy (0,9233) compared to other methods. The proposed framework is more adaptable and efficient than existing methods. Conclusions: therefore, combining DL with intelligent optimization improves SCM decision-making by overcoming constraints in static approaches and enabling scalable, data-driven supply chain operations. Â© 2025","","2026-01-27 19:09:55","2026-01-27 19:09:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87QHTETN","journalArticle","","","Using graph neural network to conduct supplier recommendation based on large-scale supply chain","","","","10.1080/00207543.2024.2344661","","Driven by economic globalisation, various industries have developed a trend towards high specialisation and vertical division of labor, resulting in vast and intricate supply chain networks. However, unforeseen disasters can cause supply chain disruptions, subsequently impacting the regular production and operations of both upstream and downstream enterprises. To tackle this challenge, this study utilises Graph Neural Networks (GNNs) to synthesise graph structural data within the supply chain network, aiming to identify alternative suppliers to mitigate the impact of disruptions. We construct a large-scale knowledge graph to represent the realistic automotive supply chain network in China. Additionally, we propose a GNN-based framework that utilises information about interactions between buyers and suppliers to recommend alternative suppliers from the knowledge graph. Experimental results show that our approach significantly outperforms state-of-the-art GNN-based models, including Light-GCN and NGCF. Our research provides an intelligent and efficient perspective on supplier selection for the Chinese automobile industry.","","2026-01-27 19:09:55","2026-01-27 19:09:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARLTLJV2","journalArticle","","","Collaborative and integrated data-driven delay prediction and supplier selection optimization: A case study in a furniture industry","","","","10.1016/j.cie.2024.110590","","Optimizing supplier selections is an open ended problem, relevant to the operational performance of both individual companies and entire supply chains. Considering the prediction of future occurrences of delays in the optimization of supplier selections is still an under covered problem. Unlike existing literature, this article suggests a more collaborative and integrated workflow to improve the visibility and involvement of multiple stakeholders in the supplier selection decision-making processes. This is achieved through enhanced collaboration between multiple stakeholders (suppliers, customers, decision-makers from different departments, in addition to data sources from information systems), and better integration between data analysis and decision-making, through data-driven-machine-learning and optimization. The specificities of a French company in the furniture industry are considered. A workflow model is designed to support information sharing and to streamline knowledge and interactions between multiple stakeholders from different expertise domains. A Collaborative Predictive Optimization System (CPOS) is designed to classify expected occurrences of delays, to optimize order allocations, and to enable stakeholder collaboration. Delay prediction involves Decision Trees, Random Forests, and eXtreme Gradient Boosting (XGBoost). Supplier selection is solved using mathematical programming, while considering the classification of expected occurrences of delays. Stakeholder collaboration relies on information systems and uses prediction and optimization to support finding satisfactory agreements. The approach is validated using a real 3.5-year dataset, including 139 suppliers, 7,934 products and 89,080 purchase orders. A detailed experimentation, including sensitivity analysis, best-worst case analysis, and a larger scale analysis on company datasets, shows that the suggested approach enhances collaboration and achieves delay reduction and total procurement cost savings. Valuable managerial insights are collected, including the necessity to adopt digital technologies, to adapt company workflows, and to improve upstream negotiations and supplier commitments to yearly plannings.","","2026-01-27 19:09:55","2026-01-27 19:09:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KIZS3NT5","journalArticle","","","Rough DT2R2ML for renewable energy supplier selection in the presence of big data","","","","10.1002/cpe.7773","","Supplier selection is a substantial problem in supply chain management due to concurrent decision on key performance indicators on multi-dimension data. Recently, more studies investigated the supplier section problem with respect to variety of criteria within the contexts of applied cases. The problem is more significant when industries with high amount of investment explore appropriate suppliers such as renewable energy. This article concerns with developing a new method encompass all indices effective on supplier selection. The proposed algorithm first group by decision tree (DT) indices to criteria and sub-criteria","","2026-01-27 19:09:54","2026-01-27 19:09:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HKJ8ARY","journalArticle","","","Clustering and selecting suppliers based on simulated annealing algorithms","","","","10.1016/j.camwa.2011.11.014","","This study proposes two optimization mathematical models for the clustering and selection of suppliers. Model 1 performs an analysis of supplier clusters, according to customer demand attributes, including production cost, product quality and production time. Model 2 uses the supplier cluster obtained in Model 1 to determine the appropriate supplier combinations. The study additionally proposes a two-phase method to solve the two mathematical models. Phase 1 integrates k-means and a simulated annealing algorithm with the Taguchi method (TKSA) to solve for Model 1. Phase 2 uses an analytic hierarchy process (AHP) for Model 2 to weight every factor and then uses a simulated annealing algorithm with the Taguchi method (ATSA) to solve for Model 2. Finally, a case study is performed, using parts supplier segmentation and an evaluation process, which compares different heuristic methods. The results show that TKSA+ATSA provides a quality solution for this problem. Â© 2011 Elsevier Ltd. All rights reserved.","","2026-01-27 19:09:54","2026-01-27 19:09:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YRJ6RZH9","journalArticle","","","A hybrid multi-criteria decision-making and machine learning approach for explainable supplier selection","","","","10.1016/j.sca.2024.100074","","Supplier selection has become increasingly complex regarding selection criteria caused by expanded data collection processes and supplier numbers due to globalisation effects. This complexity has led to the consideration of Artificial Intelligence (AI) techniques to facilitate and enhance supplier selection. However, the AI techniques most often applied are unfamiliar to stakeholders and have limited explainability, posing a significant barrier to adopting intelligent approaches in supply chains. To address this issue, we propose a hybrid supplier selection framework that combines interpretable data-driven AI techniques with multi-criteria decision-making (MCDM) approaches: the former aims to reduce the complexity of the supplier selection problem, while the latter ensures familiarity to supply chain stakeholders by retaining MCDM at the heart of the supplier selection process. The framework is validated through two real-world case studies supporting supplier selection decisions in oil, gas, and aerospace manufacturing companies. Preliminary results from our case studies suggest that the framework can achieve comparable performance to approaches utilising only machine learning while offering the added benefits of end-to-end explainability and increased familiarity.","","2026-01-27 19:09:54","2026-01-27 19:09:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBTP5EX4","journalArticle","","","Application of metaheuristic based fuzzy K-modes algorithm to supplier clustering","","","","10.1016/j.cie.2018.04.050","","Many companies find difficulty in choosing right suppliers. Organizing suppliers based on their characteristics might help the company solve this problem. This study proposes an approach for supplier selection by organizing suppliers using a clustering method. Unlike other supplier segmentation methods, the proposed method analyzes suppliers' characteristics only based on the products they can offer, since this data is relatively easier to obtain. Furthermore a fuzzy K-modes clustering approach is applied to deal with overlapping classes. The reason is that some suppliers might have similar characteristics and belong to more than one class. Fuzzy clustering can allow this situation. Instead of using the original K-modes algorithm, this study proposes an improvement of fuzzy K-modes algorithm. Fuzzy K-modes algorithm is sensitive to the initial centroids. If the initial centroid is bad, it will not converge to a good clustering result. Therefore, this study combines fuzzy K-modes algorithm with a metaheuristic approach. Herein, the metaheuristic is responsible for giving more promising initial centroids for fuzzy K-modes algorithm. There are three metaheuristic approaches applied in this study, particle swarm optimization (PSO) algorithm, genetic algorithm (GA), and artificial bee colony (ABC) algorithm. The proposed metaheuristic-based fuzzy K-modes algorithms are verified using benchmark datasets before applying to the real supplier segmentation problem. The case study considers a supplier segmentation problem on automobile parts suppliers in Taiwan. The experiment results prove that metaheuristic-based fuzzy K-modes algorithm surpasses fuzzy K-modes algorithm. Between three tested metaheuristics, GA-based fuzzy K-modes algorithm is the most promising algorithm.","","2026-01-27 19:09:54","2026-01-27 19:09:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6A9N7VU","journalArticle","","","A conjunctive multiple-criteria decision-making approach for cloud service supplier selection of manufacturing enterprise","","","","10.1177/1687814016686264","","In this article, a conjunctive multiple-criteria decision-making approach for cloud service supplier selection of manufacturing enterprise is proposed. According to the two perspectives of technology and technology management, the index framework of cloud service supplier selection is constructed from four dimensions: cloud service performance, supplier capability, supplier service level, and supplier service quality. Then, a conjunctive multiple-criteria decision-making approach is built. Neural network is used to realize the expert importance degree determination","","2026-01-27 19:09:54","2026-01-27 19:09:54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USWUI5P8","journalArticle","","","Forecasting efficiency of green suppliers by dynamic data envelopment analysis and artificial neural networks","","","","10.1016/j.jclepro.2016.08.147","","Traditional models of data envelopment analysis (DEA) and dynamic DEA cannot forecast future efficiency of decision making units (DMUs). In other words, all models of DEA and dynamic DEA evaluate and rank DMUs based on past performance. This paper opens a new perspective to realm of DEA as it proposes a transition from previous supervising models to a future planning approach which contains novel contributions. For the first time, artificial neural networks (ANN) are combined with dynamic DEA to forecast future efficiency of DMUs (green suppliers). To this end, firstly, we forecast inputs, outputs, and links of the green suppliers using ANN. Then, the forecasted data derived from ANN are used in dynamic DEA. Dynamic DEA evaluates green suppliers in past, present, and future periods, simultaneously. Our proposed approach has helpful outcomes for decision makers. A case study demonstrates applicability of the proposed approach. (C) 2016 Elsevier Ltd. All rights reserved.","","2026-01-27 19:09:53","2026-01-27 19:09:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D65W9XMV","journalArticle","","","Comparing MADM and artificial neural network methods for evaluating suppliers in multiple sourcing decision","","","","10.5267/j.dsl.2014.12.003","","This research seeks to examine and introduce an appropriate method for evaluating and selecting suppliers in multiple sourcing and compares two efficient and effective methods, i.e. MADM and ANN for selecting the suppliers. The results of using the methods are compared with each other by using the measurement criteria such as RMSE, NRMSE, and R2 and they indicate that ANN could perform relatively better than MADM methods. Â© 2015 Growing Science Ltd. All rights reserved.","","2026-01-27 19:09:53","2026-01-27 19:09:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SBYXBVLU","journalArticle","","","Supplier selection in a manufacturing industry using AHP  fuzzy and neural network: A study using multi criteria decision making methods","","","","10.5373/JARDCS/V12SP5/20201784","","As a multi-criteria decision-making (MCDM) problem, supplier selection plays a key role in achieving the objectives of a supply chain system. Multiple strategic, operational, quantitative, and qualitative criteria influence the supplier selection process. A wide spectrum of criteria have been introduced, classified, and used by researchers and practitioners to evaluate the suppliers' performance","","2026-01-27 19:09:53","2026-01-27 19:09:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLEM9LJC","journalArticle","","","Considering supply risk for supplier selection using an integrated framework of data envelopment analysis and neural networks","","","","10.5267/j.ijiec.2013.01.001","","For many years, supplier selection as an important multi-criteria decision has attracted both the researchers and practitioners. During recent years, high incidence of natural disasters, terrorism attacks, labor strikes and other kinds of risks, also known as disruptions, indicates the vulnerability of procurement process to these unpredicted events. In this study, a new framework is introduced to select suppliers while considering the supply risks. In the proposed framework, an expert determines the reliabilities of procurement elements (i.e., production, transportation and communication) based on some proposed risk factors. Then, a trained Multi-Layer Perceptron (MLP) network plays the role of the expert opinion for estimating the reliability scores. In addition to reliabilities, the Data Envelopment Analysis (DEA) is used to take into account the conventional selection criteria: price, delivery, quality and capacity. A set of Pareto-optimal suppliers is obtained from the combination of efficiencies and reliability scores. Finally, the decision maker chooses between the non-dominated suppliers. Obtained experiment results indicate the effectiveness of the proposed framework. Â© 2013 Growing Science Ltd. All rights reserved.","","2026-01-27 19:09:53","2026-01-27 19:09:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6CRK3L5W","journalArticle","","","Analysis on selection of customized product suppliers using modified LVQ  RST and multi-objective planning method","","","","","","This study discussed the selection of optimal customized product suppliers using modified Learning Vector Quantization (LVQ) to obtain the cluster category of each input point. Rough Set Theory (RST) was applied for the expression and analysis of the features of each cluster in order to effectively identify the meaning of the clustered data, allowing companies to select suppliers from the clusters according to their demands. Multi-objective planning was also used to analyze the improvement of the target value and total cost for the suppliers with the maximum feature criterion indexes from the supplier cluster selected by RST. Â© International Information Institute, Tokyo, 2013.","","2026-01-27 19:09:53","2026-01-27 19:09:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q58XDDKI","journalArticle","","","Optimal multi-product supplier selection under stochastic demand with service level and budget constraints using learning vector quantization neural network","","","","","","In today's competitive marketplace demand, evaluation and selection of suppliers are pivotal for firms, and therefore decision makers need to select suppliers and the optimal order quantities when outsourcing. However, there is uncertainty and risk due to lack of precise data for supplier selection. Uncertainty can impose shortage or overstocks, because of stochastic demand, to firms","","2026-01-27 19:09:53","2026-01-27 19:09:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EDTBLIU4","journalArticle","","","An examination of the relationship between Grey Swan disruptions  job attitudes  organization identification and employee productivity","","","","10.1108/MRR-09-2024-0704","","To effectively segment and select suppliers, a two-phase hybrid model was developed in this study for that purpose. Phase I developed a genetic simulated annealing k-means algorithm (GSKA) integrating genetic algorithm (CA), simulated annealing algorithm (SA) and k-means algorithm, and suppliers were clustered using this algorithm according to the characteristics for customer needs including multiple dimensions product cost, product quality and manufacturing time. In phase 2, a multi-criterion optimization mathematical model on supply partnership characterizing quality, cost and time was constructed based on the clusters from phase 1, and then the proposed Genetic Simulated Annealing Algorithm (GSA) was used to solve the optimization model to find the optimum supplier combinations. To prove the efficiency of the proposed model, a case study concerned with notebook computers was introduced in this study. According to the analysis results, the GSK A produced in phase 1 proved to be superior to k-means model and genetic k-means algorithm (GKA) model, while the multi-objective optimization model GSA proposed in phase 2 still proved better than GA. Moreover, by selecting suppliers after cluster analysis, unwanted candidate suppliers could be effectively eliminated, and the resulting supplier combination could still meet customer needs.","","2026-01-27 19:09:53","2026-01-27 19:09:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZP2CQ9QM","journalArticle","","","A hybrid approach for supplier cluster analysis","","","","10.1016/j.camwa.2009.10.018","","To differentiate part suppliers effectively, this study proposed a hybrid approach based on K-means, simulated annealing algorithm (SA), convergence factor particle swarm optimization (CPSO), and the Taguchi method abbreviated as KSACPSO. After all parts suppliers are confirmed by the bill of material (BOM), supplier cluster analysis was conducted on characteristics of customers' demands, including product cost, product quality, and procurement time using the proposed approach. To prove the KSACPSO approach has good clustering performance, the case study of a notebook computer was adopted to carry out the clustering procedures on parts suppliers, and compare the differences between the proposed approach and other hybrid methods. The execution results were analyzed to prove that the efficiency of the suggested KSACPSO approach is superior to K-means, K-means simulated annealing (KSA), K-means genetic algorithm (KGA), K-means genetic simulated annealing (KGSA), and K-means convergence factor particle swarm optimization (KCPSO). (C) 2009 Elsevier Ltd. All rights reserved.","","2026-01-27 19:09:53","2026-01-27 19:09:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YL7J9PY4","journalArticle","","","Partner selection in agile supply chains: a fuzzy intelligent approach","","","","10.1080/09537287.2013.766037","","Partner selection is a fundamental issue in supply chain management as it contributes significantly to overall supply chain performance. However, such decision-making is problematic due to the need to consider both tangible and intangible factors, which cause vagueness, ambiguity and complexity. This paper proposes a new fuzzy intelligent approach for partner selection in agile supply chains by using fuzzy set theory in combination with radial basis function artificial neural network. Using these two approaches in combination enables the model to classify potential partners in the qualification phase of partner selection efficiently and effectively using very large amounts of both qualitative and quantitative data. The paper includes a worked empirical application of the model with data from 84 representative companies within the Chinese electrical components and equipment industry, to demonstrate its suitability for helping organisational decision-makers in partner selection.","","2026-01-27 19:09:53","2026-01-27 19:09:53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SGBTUCIJ","journalArticle","","","Enhancing food quality  organizational sustainability  and societal welfare by analyzing barriers to online pharmacy services","","","","10.1108/TQM-01-2025-0007","","For assessing and selecting sustainable suppliers, this study considers a triple-bottom-line approach, including profit, people and planet, and regards business operations, environmental effects along with social responsibilities of the suppliers. Diverse metrics are acquainted with measure execution in these three issues. This study builds up a new hybrid intelligent model, namely COA-LS-SVM, for taking performance variations of the sustainable suppliers quantified by the performance index. The presented artificial intelligent (AI) model is introduced in light of a new combination of least squares-support vector machine (LS-SVM) and cuckoo optimization algorithm (COA). The LS-SVM is used in regards to the mapping capacity amongst performance index and its causative input criteria. The COA is presented to advance LS-SVM tuning parameters. In this exploration, an illustrative database comprising of 80 historical cases is gathered to set up the presented intelligence system. In the light of experimental results, the presented COA-LS-SVM can effectively illustrate performance index's variances since it has accomplished relatively low statistical metrics. Therefore, the proposed hybrid AI framework can be a promising approach to help the supply chain decision-makers in sustainable supply chain management (SSCM).","","2026-01-27 19:09:52","2026-01-27 19:09:52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2AALJV3C","journalArticle","","","Enhancing Supply Chain Safety and Security: A Novel AI-Assisted Supplier Selection Method","","","","10.31181/dmame8120251115","","The ""Make or Buy"" decision and the supplier selection are critical steps for the efficient operation of companies' supply chains. Safety and security are paramount considerations, especially in industries like logistics, where supply chains are vulnerable to external threats and disruptions. In this scientific article, we present a novel Artificial Intelligence (AI)-assisted supplier selection method that significantly enhances the safety and security of suppliers. During our research project, we have created an expert system and a corresponding knowledge base with the relevant rules to support supply chain decision-makers in selecting logistics service providers for warehousing services. The foundation of the AI-assisted supplier selection method is advanced data analytics and the application of expert systems, enabling companies to evaluate potential suppliers in detail from a safety and security perspective. The applied expert systems can identify potential risks and make predictions about supplier performance in the future. In the turbulent environment of the global supply chain, selecting long-term partners like warehousing services providers is critical for the success of the organization. A wrong supplier selection can hardly be reversed in warehousing services, as the cost of change is usually high. The article demonstrates the practical application of the expert system-assisted supplier selection method in a real-world supply chain environment and thoroughly analyzes the achieved results and advantages. The results show that the expert system-assisted method not only increases supplier safety and security but also contributes to improving the efficiency and sustainability of the supply chain. This article provides valuable guidance and solutions for companies looking to enhance their supplier selection using expert system technologies, thereby increasing the safety and security of their supply chains. Â© 2025 Regional Association for Security and crisis management. All rights reserved.","","2026-01-27 19:09:52","2026-01-27 19:09:52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2SRLEQ2W","journalArticle","","","Supplier selection using artificial neural network and genetic algorithm","","","","","","This paper presents the integration of GA with ANN to develop a decision making model for the selection of the best supplier. This work integrates multi-attribute decision making models that give grades to suppliers on a set of criteria with the mathematical programming techniques that model the constraints and an objective function to select the best supplier. There exists a number of criteria for supplier selection and in this work based on the preliminary field visits some of the criteria are chosen for supplier selections that are more dominant in the Indian scenario. These selected criteria are: quality, delay time, unit cost, quantity and service. Supplier score was calculated based on the data collected from the reputed automobile industry. This supplier score was further used for ranking the suppliers among the number of options available.","","2026-01-27 19:09:52","2026-01-27 19:09:52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EQSQPKGN","journalArticle","","","Generalized Trust  External Sourcing  and Firm Performance in Economic Downturns","","","","","","Rising energy prices, increasing maintenance costs, and strict environmental regimes have augmented the already existing pressure on the contemporary manufacturing environment. Although the decentralization of supply chain has led to rapid advancements in manufacturing systems, finding an efficient supplier simultaneously from the pool of available ones as per customer requirement and enhancing the process planning and scheduling functions are the predominant approaches still needed to be addressed. Therefore, this paper aims to address this issue by considering a set of gear manufacturing industries located across India as a case study. An integrated classifier-assisted evolutionary multi-objective evolutionary approach is proposed for solving the objectives of makespan, energy consumption, and increased service utilization rate, interoperability, and reliability. To execute the approach initially, text-mining-based supervised machine-learning models, namely Decision Tree, Naive Bayes, Random Forest, and Support Vector Machines (SVM) were adopted for the classification of suppliers into task-specific suppliers. Following this, with the identified suppliers as input, the problem was formulated as a multi-objective Mixed-Integer Linear Programming (MILP) model. We then proposed a Hybrid Multi-Objective Moth Flame Optimization algorithm (HMFO) to optimize process planning and scheduling functions. Numerical experiments have been carried out with the formulated problem for 10 different instances, along with a comparison of the results with a Non-Dominated Sorting Genetic Algorithm (NSGA-II) to illustrate the feasibility of the approach.","","2026-01-27 19:09:52","2026-01-27 19:09:52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UHK9UGM6","journalArticle","","","Enhancing business intelligence for supply chain operations through effective classification of supplier management","","","","10.5267/j.uscm.2014.7.006","","Global supply chains have to manage production over the whole world. Therefore, production plants are needed to supply the demand of products and parts. Due to complication and uncertainty of production market, portfolio selection is one of the most challenging problems. Type-2(T2) fuzzy is a model, which provides the ability to handle the effect of uncertainty. Aiming at this problem, we propose a T2 supplier management system operation scheme, which not only employs fuzzy C-Means clustering algorithm by dynamically increasing cluster center, but also it achieves good classification performance. The key result is that fuzzy classification applications improve the planning and operating of supply and demand in a distributed production and global supply chain. Â© 2014 Growing Science Ltd. All rights reserved.","","2026-01-27 19:09:52","2026-01-27 19:09:52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
